epoch,ach_id,loss,rl_loss,vae_recon_loss,vae_kl_loss,used_encoder,mean_reward,validity,baseline,entropy,invalid_penalty,mean_reward_valid,min_reward_valid,max_reward_valid,frac_valid_below_penalty
94,ACH-000902,-111.84574890136719,-116.03868103027344,3.611844539642334,0.5810900926589966,True,-8.11028003692627,0.328125,-8.382316007354007,0.6713887453079224,-10.0,-4.240854740142822,-4.864104270935059,-3.170879364013672,0.0
95,ACH-000910,-147.2679443359375,-151.6114501953125,3.779970169067383,0.5635339021682739,True,-8.238225936889648,0.3125,-8.367907000307572,0.8234525322914124,-10.0,-4.362322807312012,-5.004636287689209,-3.0024209022521973,0.0
96,ACH-000927,-138.51028442382812,-143.0228729248047,3.938927173614502,0.5736569166183472,True,-7.948987007141113,0.359375,-8.326015000990926,0.7861936688423157,-10.0,-4.292832374572754,-4.7189860343933105,-3.418199062347412,0.0
97,ACH-000930,-127.8629379272461,-131.96360778808594,3.516277551651001,0.5843890905380249,True,-8.154291152954102,0.328125,-8.308842616187244,0.7014334797859192,-10.0,-4.374983787536621,-4.989434719085693,-3.521798610687256,0.0
98,ACH-000934,-166.70973205566406,-171.0046844482422,3.707667112350464,0.5872792601585388,True,-7.823401927947998,0.375,-8.26029854736332,0.8868191242218018,-10.0,-4.195738792419434,-5.072286605834961,-2.323596477508545,0.0
99,ACH-001390,-336.1348876953125,-341.7503662109375,4.99035120010376,0.6251190304756165,True,-9.412324905395508,0.109375,-8.375501183166538,1.6614537239074707,-10.0,-4.62696647644043,-5.023116111755371,-3.986166477203369,0.0
100,ACH-001819,-141.7354736328125,-146.18910217285156,3.883225917816162,0.5704048871994019,True,-8.258861541748047,0.296875,-8.363837219024688,0.8092004060745239,-10.0,-4.135110855102539,-4.519611358642578,-3.4063305854797363,0.0
101,ACH-001820,-95.11328125,-99.3810806274414,3.6910769939422607,0.5767263174057007,True,-7.258518218994141,0.5,-8.253305319021633,0.5715219974517822,-10.0,-4.517035484313965,-5.1864824295043945,-3.6219191551208496,0.0
102,ACH-000017,-119.57752990722656,-124.10617065429688,3.951183557510376,0.5774555206298828,True,-7.984300136566162,0.359375,-8.226404800776086,0.6453897953033447,-10.0,-4.3910956382751465,-5.081759929656982,-3.5584909915924072,0.0
103,ACH-000019,-230.4742889404297,-234.75082397460938,3.7326266765594482,0.5439031720161438,True,-8.166886329650879,0.328125,-8.220452953663566,1.1239330768585205,-10.0,-4.413369178771973,-5.036343097686768,-3.3772659301757812,0.0
104,ACH-000044,-252.69635009765625,-257.53460693359375,4.261535167694092,0.576724648475647,True,-8.58506965637207,0.21875,-8.256914623934417,1.2435588836669922,-10.0,-3.531744956970215,-3.7894699573516846,-3.22465443611145,0.0
105,ACH-000097,-108.0650634765625,-112.81330108642578,4.182109832763672,0.5661286115646362,True,-8.135128021240234,0.34375,-8.244735963664999,0.5858070254325867,-10.0,-4.574916839599609,-5.209274768829346,-3.803184747695923,0.0
106,ACH-000111,-190.72743225097656,-195.06265258789062,3.768460512161255,0.5667644143104553,True,-7.734087944030762,0.40625,-8.193671161701575,0.96622234582901,-10.0,-4.422371864318848,-5.27756929397583,-3.8362627029418945,0.0
107,ACH-000117,-130.80911254882812,-134.5260772705078,3.136317253112793,0.580647349357605,True,-7.889654636383057,0.375,-8.163269509169723,0.6607091426849365,-10.0,-4.372411727905273,-5.288780212402344,-3.2492568492889404,0.0
108,ACH-000147,-228.45370483398438,-232.84259033203125,3.859731435775757,0.5291471481323242,True,-8.22025203704834,0.3125,-8.168967761957585,1.108102560043335,-10.0,-4.304805755615234,-5.181596279144287,-3.3715829849243164,0.0
109,ACH-000148,-172.09121704101562,-176.39576721191406,3.7561981678009033,0.5483527779579163,True,-8.178346633911133,0.328125,-8.169905649152941,0.8472217917442322,-10.0,-4.448294639587402,-5.201489448547363,-3.3800134658813477,0.0
110,ACH-000196,-147.0075225830078,-150.97329711914062,3.3866376876831055,0.5791411399841309,True,-7.5079450607299805,0.40625,-8.103709590310645,0.7441073656082153,-10.0,-3.8657116889953613,-4.991672515869141,-2.284515857696533,0.0
111,ACH-000212,-164.791259765625,-168.84461975097656,3.4740376472473145,0.5793271064758301,True,-7.536223411560059,0.453125,-8.046960972435587,0.7918965816497803,-10.0,-4.562699794769287,-5.147704601287842,-4.039446830749512,0.0
112,ACH-000223,-190.30606079101562,-194.50364685058594,3.607142686843872,0.5904386043548584,True,-7.828760147094727,0.390625,-8.0251408899015,0.8799380660057068,-10.0,-4.441625118255615,-5.067060470581055,-3.414816379547119,0.0
113,ACH-000248,-119.71205139160156,-123.75635528564453,3.468729019165039,0.5755720734596252,True,-7.339892387390137,0.46875,-7.956616039650364,0.5815470218658447,-10.0,-4.325102806091309,-5.106605529785156,-3.8551039695739746,0.0
114,ACH-000258,-105.23885345458984,-109.37309265136719,3.538818597793579,0.5954199433326721,True,-7.252042293548584,0.4375,-7.8861586650401865,0.49887317419052124,-10.0,-3.7189550399780273,-4.882132530212402,-0.8672089576721191,0.0
115,ACH-000276,-145.26791381835938,-149.0994873046875,3.2533066272735596,0.5782705545425415,True,-7.787240028381348,0.40625,-7.876266801374302,0.632182776927948,-10.0,-4.553206443786621,-5.157947540283203,-3.3721187114715576,0.0
116,ACH-000277,-208.1095428466797,-212.1110382080078,3.420710563659668,0.580787718296051,True,-8.088451385498047,0.328125,-7.897485259786676,0.8521135449409485,-10.0,-4.174328804016113,-4.608165264129639,-3.4257659912109375,0.0
117,ACH-000288,-168.12208557128906,-172.3570098876953,3.715015172958374,0.5199018120765686,True,-8.13554859161377,0.34375,-7.921291592969386,0.713481068611145,-10.0,-4.576140403747559,-5.483345985412598,-3.943384885787964,0.0
